context	count
trading_n	9244619
mayor_n	9242267
blessing_n	9240441
crystal_n	9238064
carriage_n	9234585
offence_n	9225562
breakfast_n	9222435
craft_n	9222172
ll_v	9221607
stop_n	9219827
sodium_n	9214436
patient_a	9206406
quietly_r	9199890
intermediate_a	9195328
western_n	9194249
meter_n	9193293
ml_n	9190677
delight_n	9188099
bear_n	9178497
sens_n	9176021
poland_n	9172917
metal_a	9172466
wander_v	9170046
temporal_a	9169938
ambassador_n	9165458
horn_n	9161864
partially_r	9159745
margaret_n	9151972
mortality_n	9144104
artistic_a	9141410
gulf_n	9139146
marginal_a	9138891
prize_n	9137896
coverage_n	9129804
excitement_n	9129064
twentieth_a	9120934
amend_v	9120794
ascertain_v	9115158
dedicate_v	9102126
adjacent_a	9101531
jane_n	9098815
painful_a	9095916
specialist_n	9091637
intent_n	9087214
favor_v	9085737
conquest_n	9085050
personally_r	9083749
timber_n	9079252
miracle_n	9075643
dream_v	9075239
ease_n	9073075
obstacle_n	9064660
pension_n	9063193
roosevelt_n	9057500
volunteer_n	9056829
pretend_v	9054597
headquarters_n	9053688
violate_v	9053589
socialist_a	9053244
architect_n	9052517
cheek_n	9046031
serum_n	9043513
technological_a	9043167
reside_v	9040856
silk_n	9036137
mild_a	9033423
interference_n	9033124
holy_n	9031190
investor_n	9022145
heat_v	9016269
injection_n	9015722
wake_v	9011201
four_a	8998928
tenant_n	8997971
incline_v	8996705
gravity_n	8994357
anywhere_r	8993455
pace_n	8988292
midst_n	8986383
horizon_n	8982878
disciple_n	8979753
sole_a	8979577
forever_r	8978827
york_a	8976608
flood_n	8969377
archive_n	8966462
loyalty_n	8958657
rubber_n	8954375
block_v	8951269
monk_n	8943379
conceal_v	8930841
terminate_v	8928586
rating_n	8926595
monument_n	8926526
circular_a	8925051
immigrant_n	8915965
confuse_v	8911386
furniture_n	8904335
negotiate_v	8902858
reliable_a	8898681
elementary_a	8890152
stuff_n	8888197
dwell_v	8887935
dish_n	8880759
receipt_n	8873283
defeat_n	8868463
constituent_n	8865957
naval_a	8862360
free_n	8860942
wale_n	8858597
pen_n	8855817
jacob_n	8848499
sermon_n	8847423
shirt_n	8846999
complicated_a	8844944
dig_v	8843056
tobacco_n	8828797
dutch_a	8819090
term_v	8815560
formulate_v	8813813
bare_a	8812254
part_a	8811980
russell_n	8804611
spatial_a	8804313
pack_v	8803195
cylinder_n	8801777
anderson_n	8799394
cavity_n	8796645
frederick_n	8794473
manufacture_n	8792757
gesture_n	8779563
pan_n	8778684
yesterday_n	8776442
presumably_r	8768547
endure_v	8765289
exhibition_n	8763877
adaptation_n	8763737
hormone_n	8756888
penetrate_v	8755313
hunt_v	8754523
minute_a	8754503
remainder_n	8751833
holiday_n	8744924
posterior_a	8743399
tide_n	8742710
loose_a	8742475
turkey_n	8740086
indirect_a	8739983
inflation_n	8739121
census_n	8738746
jersey_n	8734245
electricity_n	8729453
live_a	8723848
immense_a	8723264
jim_n	8722147
closer_r	8721069
supreme_a	8718843
clock_n	8716313
width_n	8714403
dr_n	8713369
q_n	8713275
lunch_n	8707151
favorable_a	8700295
isolation_n	8697251
daily_r	8694522
hamilton_n	8692405
integrate_v	8688864
georgia_n	8686346
instinct_n	8685095
dc_n	8683069
decree_n	8682168
delicate_a	8678460
apple_n	8669323
rhythm_n	8667803
howard_n	8665892
cultivate_v	8664030
harm_n	8662825
swear_v	8661730
retirement_n	8658729
float_v	8657928
elite_n	8655694
franklin_n	8652736
waste_v	8650097
bias_n	8649564
plastic_a	8648249
restoration_n	8648231
water_a	8641400
comment_v	8636121
tomorrow_n	8635812
life_a	8629354
allowance_n	8626983
con_n	8621691
glance_n	8613967
closed_a	8612305
swell_v	8607901
napoleon_n	8605326
lion_n	8603531
spring_v	8597525
affirm_v	8593674
potato_n	8592336
alteration_n	8590528
divorce_n	8587092
legitimate_a	8584264
albert_n	8582352
passive_a	8581669
graduate_n	8571220
rotation_n	8571120
tight_a	8569159
ghost_n	8568110
symbolic_a	8557156
nursing_n	8552978
cave_n	8549851
prosperity_n	8546224
taxation_n	8540636
ancestor_n	8534897
persist_v	8534132
brand_n	8532665
heir_n	8531006
graph_n	8522642
anterior_a	8521654
z_n	8517000
stand_n	8513710
pretty_a	8511668
comparable_a	8508928
complication_n	8508013
widow_n	8507498
leading_a	8505176
inherent_a	8504181
type_a	8502761
solely_r	8499446
whisper_v	8498999
palm_n	8497014
antibody_n	8492430
needle_n	8491036
stick_n	8486718
trunk_n	8483464
classic_a	8477107
fracture_n	8472477
incidence_n	8471415
integrity_n	8463929
printing_n	8463416
inadequate_a	8463164
matthew_n	8459301
industrial_n	8456002
entertain_v	8446781
deck_n	8446207
precious_a	8444516
continually_r	8442944
plenty_n	8435688
thirty_a	8434703
beast_n	8434573
unlikely_a	8434182
russian_n	8432996
parish_n	8429185
interrupt_v	8426906
hostile_a	8424627
linguistic_a	8424157
surgeon_n	8423688
hostility_n	8414055
assurance_n	8412450
enact_v	8411576
contend_v	8411365
gently_r	8410860
clean_v	8409405
lane_n	8408287
lovely_a	8404687
ring_v	8402929
confer_v	8397865
invent_v	8395588
rid_v	8392920
delay_v	8388360
horror_n	8386386
sorrow_n	8383322
holland_n	8381251
optical_a	8374642
signify_v	8374304
innocent_a	8373735
reprint_v	8370908
moore_n	8367734
devise_v	8365755
guilt_n	8355211
reasonably_r	8352424
exploration_n	8348961
hold_n	8346612
explicit_a	8346213
strive_v	8345419
exhaust_v	8343588
enforcement_n	8342464
grasp_v	8339666
diverse_a	8334351
engagement_n	8333570
in_n	8333139
emission_n	8331387
fatal_a	8328950
contradiction_n	8323102
thermal_a	8310196
fabric_n	8309226
extended_a	8309030
vii_n	8307450
mississippi_n	8305256
assertion_n	8303767
overlook_v	8301187
reconstruction_n	8297389
regardless_r	8284565
odd_a	8283162
rebellion_n	8279909
t_r	8278994
completion_n	8278739
successive_a	8277052
simulation_n	8274205
round_v	8270409
commonwealth_n	8269232
bacteria_n	8264089
colored_a	8261890
l_a	8261854
bowl_n	8261636
pollution_n	8261583
incentive_n	8257726
underlie_v	8257275
distress_n	8250426
apostle_n	8250404
shelter_n	8247120
congregation_n	8244587
detection_n	8224421
license_n	8223478
supervision_n	8222687
banking_n	8221226
slide_v	8218683
hitler_n	8216587
alike_r	8215311
democrat_n	8215149
intimate_a	8214979
justification_n	8201126
holder_n	8201035
rail_n	8200860
lock_v	8193137
uncertain_a	8189105
marked_a	8186663
advocate_n	8185750
round_n	8181447
elevation_n	8180139
automatically_r	8178363
literally_r	8172534
pa_n	8168339
disadvantage_n	8164185
calcium_n	8162872
qualification_n	8151791
founder_n	8150208
treasure_n	8146538
inherit_v	8143284
straight_r	8142257
modern_n	8137567
outstanding_a	8137212
reception_n	8136267
kennedy_n	8130403
interest_v	8119047
marshall_n	8118299
oak_n	8112441
federation_n	8110370
cream_n	8105117
cultivation_n	8104599
monitor_v	8100804
match_n	8095927
reproduction_n	8094762
statue_n	8091812
deficit_n	8090800
exclaim_v	8090533
rope_n	8089538
thickness_n	8089146
australian_a	8083489
max_n	8081307
sixth_a	8078487
attraction_n	8072492
ben_n	8072300
welcome_v	8066949
appreciation_n	8057963
moses_n	8057001
suppress_v	8054499
hierarchy_n	8053596
voter_n	8050221
generous_a	8048464
municipal_a	8048308
chinese_n	8043332
differential_a	8040374
clergy_n	8039271
threshold_n	8031956
mortgage_n	8029127
counter_n	8027637
celebrate_v	8027323
comparatively_r	8023133
instal_v	8023070
glance_v	8021733
beer_n	8015063
uk_n	8003443
wedding_n	8002422
austria_n	7991336
therapist_n	7989642
free_v	7988129
bulletin_n	7983893
prime_n	7983210
inquire_v	7972061
nitrogen_n	7971581
diffusion_n	7966429
princess_n	7965656
tariff_n	7960879
swim_v	7957987
devotion_n	7950451
roughly_r	7945842
exploit_v	7945600
elderly_a	7944373
mention_n	7941814
dimensional_a	7941628
plantation_n	7940278
age_v	7934486
delegate_n	7934382
copy_v	7929554
vietnam_n	7929149
enlarge_v	7924026
seller_n	7916136
gay_a	7914588
controlled_a	7914500
fiscal_a	7913395
unconscious_a	7913191
variance_n	7912463
escape_n	7912111
contract_v	7904781
acquaintance_n	7902834
oath_n	7902018
brazil_n	7901085
tomb_n	7898615
presently_r	7898609
practitioner_n	7897419
definitely_r	7897127
smoke_n	7896432
developmental_a	7893451
acquaint_v	7893007
arbitrary_a	7890932
tent_n	7884614
isolated_a	7884233
venture_n	7883102
wherever_r	7882879
pas_n	7880564
registration_n	7879855
bold_a	7879440
burst_v	7878046
forgive_v	7876675
default_n	7874667
wolf_n	7872547
separately_r	7871068
accumulation_n	7868892
seat_v	7868437
working_n	7867901
deposit_v	7864494
quantitative_a	7862350
handsome_a	7858630
coach_n	7855893
reporter_n	7854403
elder_n	7853888
substantially_r	7853200
proclaim_v	7852192
medieval_a	7846640
fan_n	7845512
norman_n	7839351
quotation_n	7837705
muslim_a	7833650
mechanic_n	7833080
suicide_n	7833050
dean_n	7831182
military_n	7829953
autumn_n	7828478
back_v	7826700
replacement_n	7825622
bow_n	7820579
inspiration_n	7815735
correctly_r	7815718
studio_n	7805522
arouse_v	7803129
bulk_n	7803064
entertainment_n	7799323
guard_v	7796227
calm_a	7795898
somebody_n	7792889
await_v	7792693
page_a	7790333
embody_v	7778548
diamond_n	7777756
availability_n	7772055
advocate_v	7771573
upper_n	7760861
shaft_n	7757287
chicken_n	7755935
object_v	7753398
minimize_v	7751104
solar_a	7749365
formulation_n	7744239
automobile_n	7738585
resume_v	7736427
courtesy_n	7731799
neither_r	7728301
abraham_n	7723286
history_a	7722695
grammar_n	7720965
scholarship_n	7720580
sooner_r	7719706
balance_v	7718432
charm_n	7716425
subtle_a	7716332
rigid_a	7715303
perfection_n	7706974
jefferson_n	7705940
preservation_n	7698438
arrest_n	7698200
bob_n	7695145
left_n	7692803
wright_n	7684688
swing_v	7682906
resign_v	7680989
pig_n	7675145
badly_r	7671818
liberation_n	7668483
broken_a	7668221
aristotle_n	7668150
wisconsin_n	7660991
gordon_n	7658051
pakistan_n	7651281
assault_n	7649560
peer_n	7646248
material_a	7643984
corruption_n	7643113
kidney_n	7642347
cliff_n	7639715
silver_a	7638597
fool_n	7637719
smoke_v	7636116
printer_n	7635944
madame_n	7635049
directory_n	7632391
stair_n	7631419
ash_n	7627781
switch_n	7624976
dominion_n	7619652
workshop_n	7619417
dictionary_n	7616439
grief_n	7615611
settler_n	7614515
benjamin_n	7612421
bomb_n	7609567
magistrate_n	7607083
crush_v	7601746
dad_n	7600589
bibliography_n	7594503
bless_v	7592008
transport_v	7591663
capitalism_n	7586538
shaped_a	7584429
abundant_a	7582872
ordinance_n	7580875
stimulation_n	7574746
model_v	7573886
compromise_n	7572052
nest_n	7568253
presidential_a	7560774
analogy_n	7560764
romance_n	7558643
informal_a	7556862
unnecessary_a	7555239
subjective_a	7554870
realise_v	7550351
orange_n	7544914
wit_n	7544366
bench_n	7542536
thompson_n	7539950
knock_v	7538902
welcome_a	7535644
marx_n	7526094
contrast_v	7519772
surgical_a	7519596
baltimore_n	7507826
netherlands_n	7507452
contest_n	7506434
matter_v	7504993
accurately_r	7504050
socialism_n	7503613
admiral_n	7501195
princeton_n	7500207
biography_n	7493792
shed_v	7490617
wealthy_a	7486332
grind_v	7484981
sociology_n	7478444
continued_a	7470363
warrior_n	7470137
spread_n	7469757
reservation_n	7469448
renal_a	7465094
atomic_a	7463326
morgan_n	7459667
main_n	7457750
pine_n	7453635
aggressive_a	7451818
sweden_n	7450929
provincial_a	7450721
walker_n	7446127
dealer_n	7445912
blade_n	7440053
favorite_a	7439989
pile_n	7438062
offering_n	7435428
down_a	7431173
trap_n	7429646
immigration_n	7427787
vitamin_n	7425327
wrap_v	7424570
installation_n	7423298
switch_v	7420628
creditor_n	7419489
inevitably_r	7418927
concert_n	7414470
theological_a	7413125
revision_n	7412407
zealand_n	7408256
accommodation_n	7407751
inscription_n	7407344
republican_n	7406926
pit_n	7405708
mid_n	7400643
muslim_n	7399544
ticket_n	7394277
singular_a	7392246
elaborate_a	7384596
humble_a	7383605
historic_a	7376550
commentary_n	7373956
refugee_n	7373551
fly_n	7372968
continuity_n	7372957
dividend_n	7371636
mad_a	7369368
patch_n	7368932
instant_n	7368768
diary_n	7366609
competent_a	7365573
hesitate_v	7365233
man_a	7362332
enclose_v	7356271
locality_n	7352613
sci_n	7350310
distinctive_a	7350294
mighty_a	7348300
missouri_n	7346825
certainty_n	7346134
metaphor_n	7344034
mask_n	7342620
allocation_n	7342552
flexible_a	7340757
static_a	7339083
hurry_v	7337990
incur_v	7336693
eager_a	7336439
polish_a	7331911
confession_n	7328396
sacrifice_v	7326905
seventh_a	7326353
disposal_n	7324173
trader_n	7323908
paint_n	7323656
tin_n	7322477
physiological_a	7312165
motive_n	7308350
contractor_n	7308010
exchange_v	7301983
behavioral_a	7299634
harbor_n	7295185
script_n	7293251
damage_v	7289895
dear_n	7289207
illegal_a	7284900
unfortunate_a	7280703
baker_n	7280356
multiply_v	7277948
cathedral_n	7277532
sarah_n	7276237
supervisor_n	7270722
container_n	7262656
trade_v	7260888
fur_n	7259763
invitation_n	7254879
genus_n	7253738
receiver_n	7251697
line_v	7249786
monopoly_n	7245588
simplicity_n	7242443
mercury_n	7241163
deduction_n	7239364
cure_v	7237540
peaceful_a	7236983
repeatedly_r	7234943
sovereignty_n	7233602
irregular_a	7222439
contemplate_v	7219992
pioneer_n	7215656
making_a	7213787
butter_n	7210656
illusion_n	7208199
conquer_v	7206723
lease_n	7206371
vienna_n	7205396
potentially_r	7199447
cool_v	7197375
accommodate_v	7197056
dawn_n	7194885
signature_n	7193752
radius_n	7185499
rejection_n	7173146
protestant_a	7166693
grateful_a	7164009
whereby_r	7157831
brave_a	7156603
governmental_a	7151268
interview_v	7146096
hazard_n	7144772
manual_n	7144000
med_v	7138297
operating_n	7137973
ideological_a	7132162
caste_n	7127315
explicitly_r	7124762
egyptian_a	7121884
mid_a	7121624
freud_n	7121174
inference_n	7117533
abundance_n	7116479
anna_n	7116349
alfred_n	7112497
pro_a	7110610
treatise_n	7109136
barely_r	7108222
designer_n	7107407
sharply_r	7106351
tremendous_a	7105546
biology_n	7105091
juice_n	7103832
urine_n	7103001
artillery_n	7102144
lifetime_n	7089800
concession_n	7086978
viii_n	7086562
tourist_n	7085739
wagon_n	7084901
singer_n	7084833
marine_n	7083166
ceiling_n	7076933
plato_n	7074577
memoir_n	7073264
cabin_n	7072764
geographical_a	7072165
aged_a	7071797
chloride_n	7070677
harris_n	7070592
renaissance_n	7070281
criminal_n	7069241
dull_a	7066584
curiosity_n	7066455
monthly_a	7064967
injure_v	7061324
despair_n	7057636
mobility_n	7057127
melt_v	7055683
bottom_a	7054743
everyday_a	7054528
guardian_n	7052338
destiny_n	7051786
underlying_a	7051407
bean_n	7049900
lead_a	7048048
ff_n	7045937
modest_a	7040576
ego_n	7038023
procure_v	7037591
skilled_a	7029362
bearing_n	7028992
un_n	7027302
rebel_n	7026050
d_a	7020584
withdrawal_n	7020293
couple_v	7016959
double_v	7015260
semi_a	7015221
boil_v	7014074
contraction_n	7012133
morris_n	7011858
infantry_n	7011627
secular_a	7009261
collector_n	7009061
surrender_v	7008761
mistake_v	7008627
ignorant_a	7004300
aesthetic_a	6999676
delhi_n	6992152
foreigner_n	6991410
robinson_n	6985931
physically_r	6983904
aspiration_n	6980013
quit_v	6979766
piano_n	6978346
atlantic_n	6975276
intensive_a	6974343
inequality_n	6973033
patience_n	6970739
inside_r	6970701
criticize_v	6970687
numerical_a	6968960
representative_a	6968926
differentiate_v	6966646
naked_a	6962621
covenant_n	6962149
automatic_a	6961820
campbell_n	6959242
relax_v	6958130
autonomy_n	6957890
optimal_a	6956016
speculation_n	6955592
differently_r	6954261
splendid_a	6952500
retreat_n	6950880
memorial_n	6950391
neighbour_n	6948844
victoria_n	6948248
finite_a	6945996
differentiation_n	6944100
freeze_v	6943780
boot_n	6940697
turkish_a	6936960
herbert_n	6933709
shareholder_n	6929097
guarantee_n	6927327
protest_v	6926491
junction_n	6923843
vanish_v	6922108
integrated_a	6921130
bedroom_n	6920980
sympathetic_a	6918693
spouse_n	6917051
utterly_r	6916538
practise_v	6915054
applicant_n	6913311
supporter_n	6909405
phys_n	6909324
ex_n	6908275
behold_v	6905982
grey_a	6905445
programming_n	6901527
testify_v	6892942
i_v	6890609
fibre_n	6881925
cigarette_n	6881791
plead_v	6879697
km_n	6873003
monday_n	6872104
medication_n	6870463
berkeley_n	6870199
cost_a	6865777
presume_v	6864803
rifle_n	6863773
encounter_n	6862528
equip_v	6861670
hut_n	6859780
misery_n	6859356
warfare_n	6857633
thorough_a	6855004
kansa_n	6854053
inheritance_n	6850306
spinal_a	6849722
economist_n	6848983
digital_a	6848957
reach_n	6847971
heritage_n	6847275
independently_r	6846382
comply_v	6844750
realistic_a	6840117
drum_n	6839383
edinburgh_n	6837058
anybody_n	6832850
psychologist_n	6827622
useless_a	6825508
friday_n	6825023
gradual_a	6823351
descent_n	6818285
long_n	6817810
dense_a	6815721
repetition_n	6812732
child_a	6809443
chap_n	6809307
pathway_n	6807539
restraint_n	6807248
vague_a	6806616
tolerance_n	6804028
regression_n	6802509
shallow_a	6800328
biblical_a	6798225
glorious_a	6797347
displacement_n	6797201
along_r	6796238
parliamentary_a	6793430
cooperative_a	6790448
severely_r	6789830
monetary_a	6788201
conform_v	6781162
pity_n	6779999
florence_n	6774261
prose_n	6773431
nelson_n	6773070
sovereign_n	6769164
campus_n	6769077
therapeutic_a	6768991
operative_a	6768773
destination_n	6766368
handbook_n	6765822
unexpected_a	6765368
mg_n	6764244
fee_v	6762072
contemporary_n	6761334
pastor_n	6759161
exclusion_n	6757575
safely_r	6756293
terminal_a	6755973
repair_v	6752622
sanction_n	6750485
compliance_n	6748321
circulate_v	6743765
greet_v	6743477
luck_n	6738254
baron_n	6734395
bee_n	6728397
marine_a	6726292
magnificent_a	6722531
disclose_v	6721045
canon_n	6719389
hint_n	6715262
globe_n	6714945
thereafter_r	6714685
temper_n	6714169
alarm_n	6713815
cardinal_n	6707891
conjunction_n	6704672
abolish_v	6704052
par_a	6703703
weaken_v	6701810
pitch_n	6701796
soc_a	6701370
islamic_a	6700609
celebrated_a	6691829
stake_n	6687219
tough_a	6686263
victor_n	6683106
ascend_v	6679996
realization_n	6679041
moisture_n	6678380
novel_a	6674798
steadily_r	6673712
cardiac_a	6673337
peripheral_a	6668885
influential_a	6668696
coordinate_v	6667197
agenda_n	6667129
accustom_v	6666551
snake_n	6662807
roger_n	6661820
video_n	6660767
altar_n	6660070
conceptual_a	6659443
hat_v	6656138
harper_n	6655199
socialist_n	6654301
preacher_n	6651032
critique_n	6650407
cd_n	6649244
coalition_n	6648116
even_a	6642779
diplomatic_a	6639250
faster_r	6637969
mysterious_a	6633348
indigenous_a	6633246
proportional_a	6632216
preface_n	6630750
summon_v	6630103
prompt_v	6629105
leisure_n	6627074
vigorous_a	6626749
lodge_n	6626129
substitute_n	6625947
swallow_v	6625510
routine_a	6622174
eve_n	6621850
excess_a	6619797
feedback_n	6616813
triangle_n	6613965
sensible_a	6613886
ing_v	6605337
investigator_n	6602329
basket_n	6601947
geography_n	6598144
exile_n	6594285
pause_v	6593975
diagnostic_a	6592122
fence_n	6591141
center_v	6590515
fair_n	6586047
betray_v	6586016
working_a	6585475
cavalry_n	6583287
revolt_n	6573976
nationalism_n	6571794
document_v	6569040
beneficial_a	6567151
consistently_r	6565797
fade_v	6563262
split_v	6563062
pulmonary_a	6562552
admiration_n	6560997
spontaneous_a	6559227
mud_n	6558527
musician_n	6556260
adverse_a	6556102
multitude_n	6555950
developed_a	6555800
sculpture_n	6552209
oxide_n	6552133
expert_a	6549583
decisive_a	6549073
monitoring_n	6545564
laughter_n	6544882
annually_r	6543841
cruel_a	6542276
tremble_v	6537215
archbishop_n	6534851
conductor_n	6534568
helen_n	6534355
sensory_a	6532591
obedience_n	6528217
chromosome_n	6518502
maturity_n	6518242
arab_n	6517506
scenario_n	6517228
apt_a	6509518
rite_n	6505305
flux_n	6503344
emergence_n	6501165
flash_n	6501114
sediment_n	6497854
meaningful_a	6494233
coil_n	6493788
forward_a	6492318
arnold_n	6490974
antiquity_n	6487965
grandfather_n	6487732
carter_n	6486554
philippine_n	6485560
colorado_n	6485279
tire_v	6484550
abnormal_a	6482200
trick_n	6480780
precision_n	6474077
attendance_n	6473921
urban_n	6473811
ore_n	6473635
secondly_r	6472858
propaganda_n	6468527
gray_n	6467272
faint_a	6466223
multi_a	6466102
anglo_a	6460905
allege_v	6459209
consultation_n	6455690
rub_v	6454333
tactic_n	6452274
frame_v	6451018
shame_n	6445074
methodology_n	6441972
heal_v	6436919
ct_n	6436018
intercourse_n	6432461
cheese_n	6431498
doubtful_a	6430064
sophisticated_a	6426983
cottage_n	6424565
seventeenth_a	6424205
inter_a	6424054
non_n	6423234
fantasy_n	6422491
cake_n	6419156
recording_n	6417920
hay_n	6417145
tropical_a	6409789
actively_r	6409120
venture_v	6407100
intellect_n	6406875
cuba_n	6405290
grab_v	6403054
journalist_n	6399390
hatred_n	6398903
discretion_n	6397423
moral_n	6396794
poetic_a	6396721
hunt_n	6394365
learned_a	6393677
superintendent_n	6393617
desperate_a	6391958
supplier_n	6390779
indiana_n	6390488
pin_n	6390013
hong_n	6388969
endeavour_v	6388166
specially_r	6384326
landing_n	6380406
arc_n	6379012
verify_v	6369071
du_n	6367256
inspector_n	6365658
distinguished_a	6365212
deliberately_r	6360176
wave_v	6359260
refusal_n	6357130
deity_n	6356679
encouragement_n	6353935
catalogue_n	6353653
provider_n	6350221
metabolism_n	6348968
brigade_n	6348650
patron_n	6343172
flexibility_n	6337891
comedy_n	6337203
summit_n	6337080
goodness_n	6334191
furnace_n	6333680
nutrition_n	6333355
interior_a	6330625
protective_a	6330231
the_a	6325801
cure_n	6325750
minimal_a	6325689
estimation_n	6325297
excuse_n	6323150
capitalist_a	6320042
inability_n	6319920
notable_a	6319481
aggression_n	6317126
luke_n	6317029
specialized_a	6316970
guinea_n	6314076
clinic_n	6312953
composer_n	6309592
juan_n	6305434
bother_v	6295293
die_n	6293974
insure_v	6292838
unhappy_a	6292787
weekly_a	6292474
crystal_a	6290390
invisible_a	6288632
group_v	6287088
weep_v	6281996
tribunal_n	6281945
messenger_n	6281425
hip_n	6278029
alice_n	6277783
scientific_n	6274217
maryland_n	6273509
crack_n	6272616
dam_n	6270726
mature_a	6269624
healing_n	6268657
ingredient_n	6266816
virgin_n	6266371
impressive_a	6265704
shelf_n	6265048
orleans_n	6264329
suspension_n	6263730
providence_n	6262658
highlight_v	6259115
inch_a	6257431
publicly_r	6250389
temptation_n	6248999
feed_n	6248040
consensus_n	6246861
co_a	6245603
steep_a	6245003
praise_v	6244133
macmillan_n	6244066
delight_v	6242954
harvest_n	6238236
islam_n	6236217
contempt_n	6236113
gaze_v	6234290
athens_n	6233189
accessible_a	6231083
sailor_n	6230525
bernard_n	6228789
exciting_a	6227670
openly_r	6226995
fraud_n	6226105
monastery_n	6224243
restrain_v	6224051
fit_n	6223326
binding_a	6220264
farming_n	6216899
supper_n	6216890
descendant_n	6216713
operational_a	6216335
politically_r	6211355
inclusion_n	6209749
equivalent_n	6209496
reliability_n	6209242
curtain_n	6206500
little_r	6204938
inhibit_v	6204350
coarse_a	6203819
traveller_n	6201311
inn_n	6198849
revive_v	6196902
chancellor_n	6194214
japanese_n	6193524
slide_n	6190618
joke_n	6189113
ross_n	6186434
decay_n	6185857
invariably_r	6183172
predecessor_n	6180642
madison_n	6172229
shin_v	6171592
part_v	6171050
enjoyment_n	6169653
barrel_n	6168689
airport_n	6168061
battalion_n	6165735
southern_n	6163179
cast_n	6160711
feature_v	6159484
susan_n	6155260
barbara_n	6152243
convenience_n	6151247
brook_n	6149921
invoke_v	6149846
beloved_a	6148724
cerebral_a	6148541
landlord_n	6147515
nonetheless_r	6147033
keen_a	6144130
jaw_n	6142882
warren_n	6142515
ph_n	6136125
lock_n	6134979
six_a	6131501
written_a	6129985
secretion_n	6129264
shield_n	6127981
sage_n	6122253
extremity_n	6120869
approximation_n	6119983
nut_n	6118116
cargo_n	6117979
confident_a	6113927
doubtless_r	6110499
offender_n	6107925
parallel_n	6107823
vacuum_n	6106884
garrison_n	6105760
milton_n	6105117
cent_a	6103783
vocabulary_n	6101179
slow_v	6098256
canadian_n	6096782
toronto_n	6096124
distinctly_r	6095733
ship_v	6093225
finance_v	6092429
taxpayer_n	6091793
financing_n	6087374
han_n	6084770
kindness_n	6084507
anthony_n	6080266
viz_n	6078429
motivate_v	6072241
bride_n	6070649
crowd_v	6069824
asleep_r	6068501
academic_n	6067542
haven_n	6064717
reinforcement_n	6064545
territorial_a	6062704
weave_v	6061801
offensive_a	6060353
vegetation_n	6060158
gaze_n	6059814
blank_a	6059682
sect_n	6058281
murray_n	6057785
fortunately_r	6057257
candle_n	6055903
technical_n	6052979
infer_v	6051314
counterpart_n	6047319
carve_v	6042045
prohibition_n	6040092
persistent_a	6039699
competitor_n	6039336
gear_n	6036674
magic_a	6036659
purity_n	6036243
ecclesiastical_a	6034533
number_v	6033122
echo_v	6032818
compression_n	6032575
dirty_a	6029041
celebration_n	6028149
dilemma_n	6025172
instructor_n	6019097
marie_n	6017668
surplus_n	6016625
friction_n	6014030
equal_v	6010596
luxury_n	6009927
electrode_n	6004536
drinking_n	6003600
caution_n	6001981
west_r	6001517
prosecution_n	6001408
burn_n	6000119
ensue_v	5998596
heating_n	5997343
competence_n	5997184
rhetoric_n	5997006
nowhere_r	5995802
feast_n	5995305
holding_n	5993020
bid_v	5992874
test_a	5992671
analyst_n	5991327
mistress_n	5988241
denial_n	5987047
outlook_n	5987013
adolescent_n	5983394
feather_n	5983272
creator_n	5982552
inside_n	5981594
kong_n	5980844
wool_n	5980229
dynasty_n	5978665
connecticut_n	5977295
schedule_v	5976254
poison_n	5975589
terminal_n	5974748
customary_a	5974273
observed_a	5970593
dwelling_n	5965738
selective_a	5964918
span_n	5962755
lately_r	5962554
socially_r	5958298
notably_r	5958233
invade_v	5957143
mason_n	5956120
consultant_n	5955032
induction_n	5954938
arm_v	5954822
breach_n	5954403
ride_n	5952446
point_a	5951840
pause_n	5951178
wilderness_n	5950182
african_n	5949723
stuart_n	5949552
instantly_r	5947402
tokyo_n	5947143
wipe_v	5946706
worth_n	5944221
clarify_v	5942176
am_n	5941685
hungry_a	5940515
portray_v	5939785
vibration_n	5939652
kentucky_n	5936063
basically_r	5935093
ascribe_v	5935009
intervene_v	5932133
resort_n	5930648
butler_n	5929769
marker_n	5927699
allocate_v	5926440
deposition_n	5926274
textile_n	5924531
provoke_v	5919533
grid_n	5919435
compensate_v	5917904
interact_v	5917360
hardware_n	5914709
petroleum_n	5914393
imitation_n	5913798
destructive_a	5912307
abortion_n	5910490
blanket_n	5907451
subsidy_n	5907365
coordination_n	5906225
occupational_a	5903863
endless_a	5902201
virtual_a	5901159
family_a	5899578
tennessee_n	5897438
dos_n	5894675
stress_a	5892845
believer_n	5890135
tempt_v	5886443
favourable_a	5886195
jail_n	5885823
newton_n	5884574
hunger_n	5881090
turner_n	5877625
forum_n	5877459
insufficient_a	5873497
module_n	5870237
substitution_n	5867728
hook_n	5866458
buffer_n	5865325
nurse_v	5861947
progress_v	5861773
worship_v	5861046
esteem_n	5861036
drain_v	5859522
pregnant_a	5859230
termination_n	5858700
calendar_n	5858231
gratitude_n	5856610
undertaking_n	5854461
popularity_n	5853907
comprehend_v	5849816
minnesota_n	5848921
fold_v	5848100
drainage_n	5847724
about_r	5840618
tunnel_n	5840255
gang_n	5838722
hidden_a	5837760
fluctuation_n	5836676
cooper_n	5835500
navigation_n	5835409
pack_n	5832346
by_n	5830280
residue_n	5828881
foot_a	5827546
